boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-9477301100131.bu,o00407-9477301100131.bu,139,102,0,1,UE2015
o00407-9373400020548.bu,o00407-9373400020548.bu,111,87,5,8,UE2020
o00407-9625300490235.bu,o00407-9625300490235.bu,172,119,3,12,UE2009
o00407-9302500420082.bu,o00407-9302500420082.bu,143,110,4,6,UE2020
o00407-9403000150093.bu,o00407-9403000150093.bu,153,127,4,3,UE2013
o00407-9545100270065.bu,o00407-9545100270065.bu,166,73,5,8,UE2010
o00407-9633400500014.bu,o00407-9633400500014.bu,180,86,1,0,UE2015
o00407-9373401340472.bu,o00407-9373401340472.bu,224,91,1,5,UE2020
o00407-9373401460048.bu,o00407-9373401460048.bu,178,104,5,13,UE2020
o00407-9371800740121.bu,o00407-9371800740121.bu,132,154,5,4,UE2010
o00407-9445500190559.bu,o00407-9445500190559.bu,182,102,5,3,UE2010
o00407-9289400070051.bu,o00407-9289400070051.bu,164,77,1,4,UE2010
o00407-9361000110325.bu,o00407-9361000110325.bu,122,149,2,4,UE2010
o00407-9451000880044.bu,o00407-9451000880044.bu,123,105,3,3,UE2015
o00407-9293200500065.bu,o00407-9293200500065.bu,194,82,1,4,UE2015
