boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-0433200130447.bu,o00407-0433200130447.bu,111,155,6,3,UE2020
o00407-0433200130142.bu,o00407-0433200130142.bu,67,183,1,1,UE2020
o00407-0415400720338.bu,o00407-0415400720338.bu,146,139,2,7,UE2020
o00407-0535500830047.bu,o00407-0535500830047.bu,117,71,0,3,UE2011
o00407-0493600370285.bu,o00407-0493600370285.bu,104,231,1,4,UE2010
o00407-0471500340584.bu,o00407-0471500340584.bu,137,123,2,4,UE2015
o00407-0559200390020.bu,o00407-0559200390020.bu,92,163,0,2,UE2020
o00407-0433200130124.bu,o00407-0433200130124.bu,126,148,0,3,UE2020
o00407-0470700750198.bu,o00407-0470700750198.bu,170,117,3,3,UE2011
o00407-0569000600030.bu,o00407-0569000600030.bu,71,126,0,6,UE2015
o00407-0464200780220.bu,o00407-0464200780220.bu,125,161,1,6,UE2020
o00407-0427800280106.bu,o00407-0427800280106.bu,199,187,2,15,UE2020
o00407-0505300380234.bu,o00407-0505300380234.bu,130,127,3,5,UE2015
o00407-0427800730729.bu,o00407-0427800730729.bu,170,191,5,7,UE2020
o00407-0414600410198.bu,o00407-0414600410198.bu,0,82,0,2,UE2020
o00407-0464200780393.bu,o00407-0464200780393.bu,169,141,1,5,UE2020
o00407-0427800980170.bu,o00407-0427800980170.bu,161,167,3,7,UE2020
o00407-0515000440161.bu,o00407-0515000440161.bu,55,36,0,2,UE2015
o00407-0411100180263.bu,o00407-0411100180263.bu,222,81,2,5,UE2013
o00407-0427800960187.bu,o00407-0427800960187.bu,132,154,2,9,UE2020
o00407-0424300360029.bu,o00407-0424300360029.bu,88,145,3,9,UE2020
o00407-0539800360340.bu,o00407-0539800360340.bu,93,148,5,5,UE2020
o00407-0415400430711.bu,o00407-0415400430711.bu,139,147,2,12,UE2020
o00407-0535500200364.bu,o00407-0535500200364.bu,137,69,1,4,UE2011
o00407-0427800290099.bu,o00407-0427800290099.bu,91,114,0,3,UE2020
o00407-0509600420163.bu,o00407-0509600420163.bu,186,92,4,6,UE2009
o00407-0543600500143.bu,o00407-0543600500143.bu,82,174,7,3,UE2020
o00407-0427800760317.bu,o00407-0427800760317.bu,157,119,3,5,UE2020
o00407-0535501040288.bu,o00407-0535501040288.bu,184,87,4,6,UE2011
o00407-0442101010045.bu,o00407-0442101010045.bu,175,137,0,2,UE2013
o00407-0427800290095.bu,o00407-0427800290095.bu,131,183,3,2,UE2020
o00407-0411100180458.bu,o00407-0411100180458.bu,133,141,3,2,UE2013
o00407-0446400570126.bu,o00407-0446400570126.bu,58,127,1,2,UE2010
o00407-0523100640167.bu,o00407-0523100640167.bu,57,129,3,6,UE2020
o00407-0411100180065.bu,o00407-0411100180065.bu,141,94,1,3,UE2013
o00407-0447200040420.bu,o00407-0447200040420.bu,169,118,2,5,UE2020
o00407-0427800970304.bu,o00407-0427800970304.bu,200,185,6,10,UE2020
